WSppCode,Genus,Species,Family,CommonName,USDACode,ZSppCode,ClonalityButler,USDACuttings,USDATuber,USDABareRoot,UDSASprigs,ClonalityOther,ClonalityOtherSource,ClonalityCitation,ClonalCongener,ClonalGrowthOrgans,ClonalityCat,ClonalityCatFinal,ClonalityNotes,ClonalityDone?,USDAGroup,USDAHabit,USDADuration,USDANativeStatus,USDANotes,Kew1000seeds_g,PollMode1,PollMode2,Self-Compat?,PollModeSource,PollModeCongener,PollModeCite,PollModeNotes,PollDone?,DispMode1,DispMode2,DustLikeWindDisp?,DispModeSource,DispMode1Congener,DispModeCite,DispersalDone?,DispersalNotes,FlowerColor1,FlowerColor2,FlowerColor3,FlowerColorSource,FlowerColorNotes,
LEUMUL,Leucospora,multifida,Scrophulariaceae,narrowleaf paleseed,LEMU,LEUMUL,,,,,,0,Illinois Wildflowers,http://www.illinoiswildflowers.info/wetland/plants/conobea.htm,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,0.01,Bee,,0,Primary article,,"Pennell, 1935",,1,Wind,,1,Illinois Wild Flowers,,http://www.illinoiswildflowers.info/wetland/plants/conobea.htm,1,,,,,,,
LECTEN,Lechea,tenuifolia,Cistaceae,narrowleaf pinweed,LETE,,,,,,,0,US Forest Service,http://www.fs.fed.us/ne/delaware/ilpin/1663.co,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,0.1,Bee,Fly,0,,,,,1,Unassisted,,0,Illinois Wild Flowers,Lechea minor,http://www.illinoiswildflowers.info/savanna/plants/sm_pinweed.htm,1,,,,,,,
LEAUNI,Leavenworthia,uniflora,Brassicaceae,Michaux's gladecress,LEUN,LEAUNI,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,,Bee,,0,Primary article,,"Anderson and Busch, 2006",,1,Unassisted,,0,Heredity vol 81,L. crassa and L. alabamica,"Charlesworth and Yang, 1998",1,,,,,,,
LEPVIR,Lepidium,virginicum,Brassicaceae,Virginia pepperweed,LEVI3,,,,,,,0,Biological invasions vol. 8,Liu et al. 2006,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,APB,N,,0.5,Fly,Bee,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/weeds/plants/cm_peppergrass.htm,,1,Ballistic,,0,Field Knowledge,,"WIMO team, Field knowledge",1,,,,,,,
LESVIO,Lespedeza,violacea,Fabaceae,violet lespedeza,LEVI6,,,,,,,0,Kansas Native Plants,http://www.kansasnativeplants.com/guide/plant_detail.php?plnt_id=418; http://www.kansasnativeplants.com/guide/plant_detail.php?plnt_id=418,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,2.48,Bee,,0,Rhodora Vol. 68 No. 775,,"Clewell, 1966",,1,MammalBird,,0,,,"Miller, 1999",1,Information entered prior to Summer 2014 Tech team.,,,,,,
LESVIR,Lespedeza,virginica,Fabaceae,slender lespedeza,LEVI7,,,,,,,0,Kansas Native Plants,http://www.kansasnativeplants.com/guide/plant_detail.php?plnt_id=419; http://dnr.wi.gov/topic/EndangeredResources/Plants.asp?mode=detail&SpecCode=PDFAB270G0,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,1.91,Bee,Fly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/savanna/plants/sl_bushclover.htm,,1,MammalBird,,0,Missouri Department of Conservation,,http://mdc.mo.gov/discover-nature/field-guide/slender-bush-clover,1,,,,,,,
LEUVUL,Leucanthemum,vulgare,Asteraceae,oxeye daisy,LEVU,,,0,0,0,0,1,Candian Journal of Plant Science Vol. 84.,Clements et al. 2003,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,I,,0.42,Bee,Fly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/weeds/plants/oxeye_daisy.htm,also beetles,1,Unassisted,,0,Friends of Eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/oxeyedaisy.html,1,,,,,,,
LIAASP,Liatris,aspera,Asteraceae,tall blazing star,LIAS,LIAASP,0,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,corm -Y,1,Dicot,Forb_herb,Perennial,N,,2.1,Bee,Butterfly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/rgh_blazingstarx.htm,,1,Wind,,0,Elouise Butler Wildflower Garden,,www.friendsofeloisebutler.org,1,,,,,,,
LITCAN,Lithospermum,canescens,Boraginaceae,hoary puccoon,LICA12,LITCAN,0,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizome,PerClonPhl,ClonalPhl,?with rhizomes or a short woody rootstock.? -Y,1,Dicot,Forb_herb,Perennial,N,,2.81,Bee,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/hry_puccoonx.htm,,1,Unassisted,,0,Illinois Wild Flowers,L. caroliniense,http://www.illinoiswildflowers.info/prairie/plantx/hair_puccoon.html,1,,,,,,,
LITCAR,Lithospermum,caroliniense,Boraginaceae,Carolina puccoon,LICA13,,,,,,,0,American Journal of Botany Vol. 87 No. 2,Weller et al. 2000,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,5.65,Butterfly,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/hair_puccoon.html,,1,Unassisted,,0,Illinois Wild Flowers,,http://www.illinoiswildflowers.info/prairie/plantx/hair_puccoon.html,1,,,,,,,
LIACYL,Liatris,cylindracea,Asteraceae,Ontario blazing star,LICY,LIACYL,0,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,corm -Y,1,Dicot,Forb_herb,Perennial,N,,3.26,Bee,Butterfly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/cyl_blazingstarx.htm,,1,Wind,,0,University of Wisconsin,,http://wisplants.uwsp.edu/scripts/detail.asp?SpCode=LIACYL,1,,,,,,,
LITINC,Lithospermum,incisum,Boraginaceae,narrowleaf stoneseed,LIIN2,LITINC,0,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,"stout, woody taproots -Y",1,Dicot,Forb_herb,Perennial,N,,11.63,Butterfly,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/fr_puccoon.html,,1,Unassisted,,0,Illinois Wild Flowers,L. caroliniense,http://www.illinoiswildflowers.info/prairie/plantx/hair_puccoon.html,1,,,,,,,
LIALIG,Liatris,ligulistylis,Asteraceae,Rocky Mountain blazing star,LILI,,,,,,,1,Friends of Eloise Butler,http://www.friendsofeloisebutler.org/pages/plants/largeheadedblazingstar.html,,Rhizome and corm,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,1.61,Bee,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/wetland/plants/msh_blazingstar.htm,,1,Wind,,0,Friends of Eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/largeheadedblazingstar.html,1,,,,,,,
LIPLOE,Liparis,loeselii,Orchidaceae,yellow widelip orchid,LILO,,,,,,,1,US Forest Service,http://www.fs.fed.us/r2/projects/scp/assessments/liparisloeselii.pdf,,Rhizomes,PerClonPhl,ClonalPhl,,1,Monocot,Forb_herb,Perennial,N,,2.00E-03,Water,,0,,,"Catling, 1980",,1,Wind,,1,USDA Forest Service,,"Rolfsmeier, 2007",1,,,,,,,
LILMIC,Lilium,michiganense,Liliaceae,Michigan lily,LIMI9,,1,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/mich_lilyx.htm,,Bulbs,PerClonPhl,ClonalPhl,,1,Monocot,Forb_herb,Perennial,N,,,Bird,Butterfly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/mich_lilyx.htm,and moths,1,Unassisted,,0,Field Knowledge,,"JM, Field Knowledge",1,,,,,,,
LIAMUC,Liatris,mucronata,Asteraceae,cusp blazing star,LIMU,,,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,corm -Y,1,Dicot,Forb_herb,Perennial,N,,5.59,Bee,Butterfly,0,Illinois Wildflower,L. Aspera,http://www.illinoiswildflowers.info/prairie/plantx/rgh_blazingstarx.htm,,1,Wind,,0,Forest plants of the Southeast,"liatris graminifolia
","Miller, 1999",1,Information entered prior to Summer 2014 Tech team.,,,,,,
LILPHI,Lilium,philadelphicum,Liliaceae,wood lily,LIPH,,1,,,,,1,USDA,"Chafin,2007",,Bulbs,PerClonPhl,ClonalPhl,,1,Monocot,Forb_herb,Perennial,N,,0.82,Butterfly,,1,,,"Edwards and Jordan, 1992",,1,Wind,,0,Illinois wildflowers,L. superbum,http://www.illinoiswildflowers.info/savanna/plants/turkcap_lily.htm,1,,,,,,,
LIAPYC,Liatris,pycnostachya,Asteraceae,prairie blazing star,LIPY,LIAPYC,0,1,0,0,0,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,corm -Y,1,Dicot,Forb_herb,Perennial,N,,1.9,Bee,Butterfly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/pr_blazingstarx.htm,,1,Wind,,0,Radford,Liatris spicata,"Miller and Miller, 1999",1,Information entered prior to Summer 2014 Tech team.,,,,,,
LIASQU,Liatris,squarrosa,Asteraceae,scaly blazing star,LISQ,,,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,corm -Y,1,Dicot,Forb_herb,Perennial,N,,3.62,Bee,Butterfly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/sc_blazingstar.htm,,1,Wind,,0,Forest Plants of the Southeast,liatris graminifolia,"Miller, 1999",1,Information entered prior to Summer 2014 Tech team.,,,,,,
LINSUL,Linum,sulcatum,Linaceae,grooved flax,LISU4,LINSUL,0,,,,,0,,,,,AnnSeed,NonClonal,research indicates butler is correct.,1,Dicot,Forb_herb,Annual,N,,0.34,Bee,Butterfly,0,Illinois Wildflower,L. Aspera,http://www.illinoiswildflowers.info/prairie/plantx/sc_blazingstar.htm,,1,MammalBird,,0,Kew,L. usitatissimum,Bouman et al. 2000,1,,,,,,,
LINVUL,Linaria,vulgaris,Scrophulariaceae,butter and eggs,LIVU2,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/weeds/plants/butter_eggs.htm,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,I,,0.14,Bee,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/weeds/plants/butter_eggs.htm,,1,Wind,,0,Kew,,"Rutledge and McLendon, 2007",1,,,,,,,
LOTCOR,Lotus,corniculatus,Fabaceae,bird's-foot trefoil,LOCO6,,,0,0,0,0,1,Clonal Database,,,"Root-splitters, buds",PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,I,,1,Bee,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/weeds/plants/bf_trefoil.htm,,1,Ballistic,,0,THE BIOLOGY OF CANADIAN WEEDS. 41.,,"Turkington and Franko, 1980",1,,,,,,,
LONMAA,Lonicera,maackii,Caprifoliaceae,Amur honeysuckle,LOMA6,,,0,0,1,0,1,National Park Service,http://www.nps.gov/plants/alien/pubs/midatlantic/loma.htm,,Sprouting/ root suckers,PerClonPhl,ClonalPhl,,1,Dicot,Shrub,Perennial,I,,3.06,Bee,Moth,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/trees/plants/amur_hs.htm,,1,MammalBird,,0,Kew,,"Young and Young, 1992",1,,,,,,,
LOBSPI,Lobelia,spicata,Campanulaceae,palespike lobelia,LOSP,LOBSPI,0,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,fibrous roots -Y,1,Dicot,Forb_herb,Perennial,N,,0.03,Wind,Bee,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/ps_lobeliax.htm,,1,Wind,,1,Kew,Lobelia laxiflora,"Vazquez and Givnish, 1998",1,,,,,,,
LUPPER,Lupinus,perennis,Fabaceae,sundial lupine,LUPE3,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/lupper/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,22.1,Bee,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/wild_lupine.htm,,1,Ballistic,,0,Illinois wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/wild_lupine.htm,1,,,,,,,
RUBALL,Rubus,allegheniensis,Rosaceae, Allegheny blackberry,RUAL,,,,,,,1,Friends of Eloise Butler,http://www.friendsofthewildflowergarden.org/pages/plants/blackberry.html,,Stolons,PerClonGuer,ClonalGuer,,1,Dicot,Subshrub,Perennial,N,,2.2,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/savanna/plants/cm_blackberry.htm,,1,MammalBird,,0,Kew,,"Willson and Hoppes, 1986",1,,,,,,,
RUBHIS,Rubus,hispidus,Rosaceae, bristly dewberry,RUHI,,,,,,,1,Candian Journal of Plant Science Vol. 59,Jensen et al. 1979,,Rhizomes,PerClonGuer,ClonalGuer,,1,Dicot,Subshrub,Perennial,N,,2.47,Bee,,0,Canadian Journal of Plant Science Vol 59,,"Jensen and Hall, 1979",,1,MammalBird,,0,Kew,,"Young and Young, 1992",1,,,,,,,
RUBIDE,Rubus,idaeus,Rosaceae, American red raspberry,RUID,,,1,0,1,1,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/shrub/rubida/all.html,,,PerClonGuer,ClonalGuer,,1,Dicot,Subshrub,Perennial,NI,,1.9,Bee,Fly,0,US Forest Service,,http://www.fs.fed.us/database/feis/plants/shrub/rubida/all.html,Beetles,1,MammalBird,,0,Kew,,"Young and Young, 1992",1,,,,,,,
RUBOCC,Rubus,occidentalis,Rosaceae, black raspberry,RUOC,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/savanna/plants/bl_raspberry.htm,,,PerClonGuer,ClonalGuer,,1,Dicot,Subshrub,Perennial,N,,1.41,Bee,,0,Illinois wildflowers,,http://www.illinoiswildflowers.info/savanna/plants/bl_raspberry.htm,,1,MammalBird,,0,Kew,,"Willson and Hoppes, 1986",1,,,,,,,
SALSPP,Salix,spp.,Salicaceae,willow,,,,,,,,,,,,,,,Do not need to do because specific species are listed.,1,Dicot,,,NI,,,,,0,,,,Do not need to do because specific species are listed.,1,,,0,,,,1,Do not need to do because specific species are listed.,,,,,,
LYTALA,Lythrum,alatum,Lythraceae,winged lythrum,LYAL4,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/wetland/plants/wng_loosestrife.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.05,Bee,Fly,0,,,Kinyo 2005; https://etd.ohiolink.edu/rws_etd/document/get/akron1127925607/inline,And butterflies,1,Adhesive,Water,0,Kew,Lythrum salicaria L.,"Rudtledge and McLendon,  2007",1,,,,,,,
LYCAME,Lycopus,americanus,Lamiaceae,American water horehound,LYAM,,1,0,1,0,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/wetland/plants/am_bugleweed.htm,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,0.14,Bee,Fly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/wetland/plants/am_bugleweed.htm,,1,MammalBird,Water,0,J Plant Res Vol. 119,Lycopus Genus,"Moon and Hong, 2006",1,,,,,,,
LYSHYB,Lysimachia,hybrida,Primulaceae,lowland yellow loosestrife,LYHY,,,,,,,1,Minnesota Wildflowers,http://www.minnesotawildflowers.info/flower/lowland-yellow-loosestrife,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,0.02,Bee,,0,,Lysimachia Genus,"Simpson et al, 1983",,1,Unassisted,,0,Friends of Eloise Butler,L. quadrifolia,http://www.friendsofeloisebutler.org/pages/plants/whorledloosestrife.html,1,,,,,,,
LYSLAN,Lysimachia,lanceolata,Primulaceae,lanceleaf loosestrife,LYLA,LYSLAN,,0,0,0,1,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/ll_loosestrifex.htm,,Rhizomes,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,0.84,Bee,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/ll_loosestrifex.htm,,1,Unassisted,,0,Friends of Eloise Butler,L. quadrifolia,http://www.friendsofeloisebutler.org/pages/plants/whorledloosestrife.html,1,,,,,,,
LYSQUA,Lysimachia,quadrifolia,Primulaceae,whorled yellow loosestrife,LYQU2,LYSQUA,,,,,,1,Friends of Eloise Butler,http://www.friendsofthewildflowergarden.org/pages/plants/whorledloosestrife.html,,Rhizomes,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,2.89,Bee,,0,Primary article.,,"McCall and Primack, 1985",,1,Unassisted,,0,Friends of Eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/whorledloosestrife.html,1,,,,,,,
LYTSAL,Lythrum,salicaria,Lythraceae,purple loosestrife,LYSA2,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/weeds/plants/pp_loosestrife.htm,,Rhizome and root splitters,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,I,,0.06,Bee,Butterfly,0,,,Waites and Agren 2004,and flies,1,Adhesive,Water,0,Kew,,"Rudtledge and McLendon,  2007",1,,,,,,,
LYSTHR,Lysimachia,thyrsiflora,Primulaceae,tufted loosestrife,LYTH2,,,0,0,0,1,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/wetland/plants/tf_lstrife.html,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,0.74,Bee,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/wetland/plants/tf_lstrife.html,,1,Unassisted,,0,Friends of Eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/tuftedloosestrife.html,1,,,,,,,
LYCUNI,Lycopus,uniflorus,Lamiaceae,northern bugleweed,LYUN,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/wetland/plants/north_bugle.html,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,0.24,Bee,Fly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/wetland/plants/north_bugle.html,,1,MammalBird,Water,0,J Plant Res Vol. 119,Lycopus Genus,"Moon and Hong, 2006",1,,,,,,,
MALIOE,Malus,ioensis,Rosaceae,prairie crab apple,MAIO,,,0,0,1,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/trees/plants/prairie_crab.html,,Runners,PerClonPhl,ClonalPhl,,1,Dicot,Shrub,Perennial,N,,14.71,Bee,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/trees/plants/prairie_crab.html,,1,MammalBird,,0,Kew,Malus sylvestris Mill.,"Kay, 1992",1,,,,,,,
MAIRAC,Maianthemum,racemosum,Liliaceae,feathery false lily of the valley,MARA7,,,,,,,1,Friends of Eloise Butler,http://www.friendsofthewildflowergarden.org/pages/plants/falsesolomonsseal.html,,Rhizome,PerClonGuer,ClonalGuer,,1,Monocot,Forb_herb,Perennial,N,,37.8,Bee,,0,Ozark Edge Wildflowers,,http://ozarkedgewildflowers.com/spring-wildflowers/false-solomons-seal-maianthemum-racemosum/,,1,MammalBird,,0,Kew,Maianthemum bifolium L.,"Eriksson and Ehrlen, 1991",1,,,,,,,
MAISTE,Maianthemum,stellatum,Liliaceae,starry false lily of the valley,MAST4,,1,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/maiste/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonGuer,ClonalGuer,,1,Monocot,Forb_herb,Perennial,N,,16.26,Bee,,0,Wildflowers in the Field and Forest? Clements and Carol,,,"Link wowuld not fit, link in notes.",1,MammalBird,,0,Kew,Maianthemum bifolium L.,"Eriksson and Ehrlen, 1991",1,,,,,,,
AGAVIR,Agave,virginica,Agavaceae,false aloe,MAVI5,,,,,,,0,Illinois Wildflowers,http://www.illinoiswildflowers.info/savanna/plants/east_agave.html,,,PerNoClon,NonClonal,"I'd say this is a case of storage organs, not true clonality-JM; Bulbous caudex",1,Monocot,Forb_herb,Perennial,N,,,Moth,Bee,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/savanna/plants/east_agave.html,,1,Unassisted,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/savanna/plants/east_agave.html,1,,yellow,orange,,Gleason&Conquist1991,,
MELNIT,Melica,nitens,Poaceae,threeflower melicgrass,MENI,,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"per with short rhizomes, forming clumps",1,Monocot,Graminoid,Perennial,N,,,Wind,,0,Primary Article,M. nutans,"Tyler, 2002",,1,Ant,,0,Field Knowledge,,"JM, Field Knowledge",1,,,,,,,
MELALB,Melilotus,alba,Fabaceae,yellow sweetclover,MEOF,,,0,0,0,0,0,Canadian Journal of Plant Science Vol. 58,Turkington et al. 1978,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,APB,I,,2.5,Bee,,0,,,"Turkington, 1978",,1,Unassisted,MammalBird,0,Field Knowledge,,"JH, Field Knowledge",1,,,,,,,
MEDSAT,Medicago,sativa,Fabaceae,alfalfa,MESA,,,0,0,0,0,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/medsat/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizomes,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,AP,I,,2,Bee,Butterfly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/weeds/plants/alfalfa.htm,,1,Unassisted,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/weeds/plants/alfalfa.htm,1,,,,,,,
MIRALB,Mirabilis,albida,Nyctaginaceae,white four o'clock,MIAL4,,,,,,,0,Field Experience,"Jesse, Field experience",,,PerNoClon,NonClonal,Based on Jesse's Field experience,1,Dicot,Forb_herb,Perennial,N,,,Moth,,0,Primary articles,M. multiflora and M. jalapa,"(Burquez, 1989) (Hodges, 1995)",,1,Adhesive,,0,,,,0,"Need Confirmation on the source of the information,",,,,,,
MIRNYC,Mirabilis,nyctaginea,Nyctaginaceae,heartleaf four o'clock,MINY,,0,,,,,0,Ohio State University,http://www.oardc.ohio-state.edu/weedguide/singlerecord.asp?id=260,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,5,Bee,Moth,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/fouroclockx.htm,,1,Unassisted,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/fouroclockx.htm,1,,,,,,,
AREPAT,Arenaria,patula,Caryophyllaceae,pitcher's stitchwort,MIPA6,,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,,Bee,Fly,0,USDA Forest Service,Minuartia spp.,"USDA, 2003",,1,Wind,Unassisted,1,Kew,"Arenaria cherleria, Arenaria lanuginosia","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London., Vazquez, J.A. and Givnish, T.J. 1998. Altitudinal gradients in tropical forest composition, structure, and diversity in the Sierra de Manantlan. Journa",1,,white,,,Chadde2013,,
SAMCAN,Sambucus,canadensis,Caprifoliaceae, American black elderberry,SANIC4,,,0,0,1,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/trees/plants/cm_elder.htm,,Rhizomes,PerClonPhl,ClonalPhl,,1,Dicot,Shrub,Perennial,N,USDAHabit is also Tree,3.7,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/trees/plants/cm_elder.htm,Beetles,1,MammalBird,,0,Kew,,Hidayati et al. 2000,1,,,,,,,
SANCAN,Sanguinaria,canadensis,Papaveraceae,bloodroot,SACA13,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/woodland/plants/bloodroot.htm,,Rhizomes,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,11.51,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/bloodroot.htm,,1,Ant,,0,Kew,,"Horvitz and Schemske, 1986",1,,,,,,,
SANGRE,Sanicula,gregaria,Apiaceae, clustered blacksnakeroot,SAOD,,,,,,,1,Vascular Flora of Illinois: A field guide: 4th edition,"Mohlenbrock, 2014",,,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,2.61,Bee,Fly,0,Illinois wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/cm_blsnakeroot.htm,,1,Adhesive,,0,Evolution Vol 48 No 3,,"Williams and Guries, 1994",1,,,,,,,
MIMQUN,Mimosa,quadrivalvis,Fabaceae,fourvalve mimosa,MIQU2,MIMQUN,,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,?thickened woody taproot.?,1,Dicot,Vine,Perennial,N,,,Bee,,0,,Mimosa strigillosa,http://www.floridanativenurseries.org/info/wp-content/uploads/2013/06/SunshineMimosa-May2013.pdf,,1,Adhesive,,0,Kew,,Moreno- Casasola et al. 1994,1,,,,,,,
ARESTR,Minuartia,stricta,Caryophyllaceae,bog stitchwort,MIST5,MINSTR,,,,,,1,Field Knowledge,"Jesse, field knowledge",,Stolons or root-splitters,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,,Fly,,0,Botanical Society of Britain and Ireland,,"Walker, 2015",,1,Unassisted,,0,Minnesota DNR,Minuartia dawsonensis,http://www.dnr.state.mn.us/rsg/profile.html?action=elementDetail&selectedElement=PDCAR0G070,1,,,,,,,
MORALB,Morus,alba,Moraceae,white mulberry,MOAL,,,1,0,1,0,0,US Forest Service,http://www.fs.fed.us/database/feis/plants/tree/moralb/all.html#Vegetative%20regeneration,,,PerNoClon,NonClonal,,1,Dicot,Shrub,Perennial,I,,7,Wind,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/trees/plants/wh_mulberry.htm,,1,MammalBird,,0,Kew,,"Young and Young, 1992",1,,,,,,,
MONBRA,Monarda,bradburiana,Lamiaceae,eastern beebalm,MOBR2,,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonGuer,ClonalGuer,generic description says with taproot or rhizomes,1,Dicot,Forb_herb,Perennial,N,,,Bee,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/savanna/plants/bradbury_balm.htm,,1,Unassisted,Bird,0,Forest Plants of the Southeast,,"Miller, 1999",1,Information entered prior to Summer 2014 Tech team.,,,,,,
MONFIS,Monarda,fistulosa,Lamiaceae,wild bergamot,MOFI,MONFIS,1,0,0,0,0,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonGuer,ClonalGuer,generic description says with taproot or rhizomes,1,Dicot,Forb_herb,Perennial,N,,0.4,Bee,Butterfly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/wld_bergamotx.htm,,1,Unassisted,Bird,0,Forest Plants of the Southeast,,"Miller, 1999",1,Information entered prior to Summer 2014 Tech team.,,,,,,
